,Sell,Buy,Installment,Updated_at
1138,625240,593978,0,2019-01-01T10:00:02.000Z
1139,625240,593978,0,2018-12-31T16:00:01.000Z
1140,625240,593978,0,2018-12-31T10:00:02.000Z
1141,625240,593978,0,2018-12-30T16:00:02.000Z
1142,625240,593978,0,2018-12-30T10:00:02.000Z
1143,625240,593978,0,2018-12-29T16:00:02.000Z
1144,625240,593978,0,2018-12-29T10:00:01.000Z
1145,625240,593978,0,2018-12-28T16:03:46.000Z
1146,624401,593181,0,2018-12-28T09:53:47.000Z
1147,623354,592186,0,2018-12-27T15:59:15.000Z
1148,622362,591243,0,2018-12-27T10:05:36.000Z
1149,622124,591018,0,2018-12-27T10:00:02.000Z
1150,622124,591018,0,2018-12-26T16:00:43.000Z
1151,618757,587819,0,2018-12-26T10:00:07.000Z
1152,614547,583820,0,2018-12-26T10:00:02.000Z
1153,614547,583820,0,2018-12-25T16:00:01.000Z
1154,614547,583820,0,2018-12-25T10:00:02.000Z
1155,614547,583820,0,2018-12-24T16:00:01.000Z
1156,614547,583820,0,2018-12-24T10:00:02.000Z
1157,614547,583820,0,2018-12-23T16:00:02.000Z
1158,614547,583820,0,2018-12-23T10:00:02.000Z
1159,614547,583820,0,2018-12-22T16:00:02.000Z
1160,614547,583820,0,2018-12-22T10:00:01.000Z
1161,614547,583820,0,2018-12-21T16:04:40.000Z
1162,614445,583722,0,2018-12-21T10:01:56.000Z
1163,608320,577904,0,2018-12-21T10:00:02.000Z
1164,608320,577904,0,2018-12-20T15:46:37.000Z
1165,606284,575969,0,2018-12-20T10:00:04.000Z
1166,611043,580491,0,2018-12-20T10:00:01.000Z
1167,611043,580491,0,2018-12-19T16:00:02.000Z
1168,610027,579525,0,2018-12-19T09:51:43.000Z
1169,612372,581754,0,2018-12-18T16:11:56.000Z
1170,611621,581040,0,2018-12-18T10:10:24.000Z
1171,606687,576352,0,2018-12-18T10:00:01.000Z
1172,606687,576352,0,2018-12-17T15:59:58.000Z
1173,606057,575754,0,2018-12-17T10:00:26.000Z
1174,610885,580341,0,2018-12-17T10:00:01.000Z
1175,610885,580341,0,2018-12-16T16:00:02.000Z
1176,610885,580341,0,2018-12-16T10:00:02.000Z
1177,610885,580341,0,2018-12-15T16:00:01.000Z
1178,610885,580341,0,2018-12-15T10:00:02.000Z
1179,610885,580341,0,2018-12-14T16:07:29.000Z
1180,610290,579776,0,2018-12-14T10:00:06.000Z
1181,611078,580524,0,2018-12-14T10:00:02.000Z
1182,611078,580524,0,2018-12-13T16:09:03.000Z
1183,609867,579374,0,2018-12-13T10:00:19.000Z
1184,610896,580352,0,2018-12-13T10:00:02.000Z
1185,610896,580352,0,2018-12-12T16:01:19.000Z
1186,610763,580225,0,2018-12-12T09:56:38.000Z
1187,609727,579240,0,2018-12-11T16:06:21.000Z
1188,608175,577766,0,2018-12-11T10:00:12.000Z
1189,601771,571682,0,2018-12-11T10:00:02.000Z
1190,601771,571682,0,2018-12-10T16:06:56.000Z
1191,601027,570975,0,2018-12-10T16:00:01.000Z
1192,601027,570975,0,2018-12-10T10:00:01.000Z
1193,601027,570975,0,2018-12-09T16:00:01.000Z
1194,601027,570975,0,2018-12-09T10:00:01.000Z
1195,601027,570975,0,2018-12-08T16:00:02.000Z
1196,601027,570975,0,2018-12-08T10:00:02.000Z
1197,601027,570975,0,2018-12-07T16:01:09.000Z
1198,599599,569619,0,2018-12-07T10:04:10.000Z
1199,598986,569037,0,2018-12-07T10:00:01.000Z
1200,598986,569037,0,2018-12-06T15:54:33.000Z
1201,600298,570283,0,2018-12-06T10:17:51.000Z
1202,596348,566531,0,2018-12-06T10:00:01.000Z
1203,596348,566531,0,2018-12-05T16:03:39.000Z
1204,595616,565835,0,2018-12-05T10:04:59.000Z
1205,594915,565169,0,2018-12-05T10:00:01.000Z
1206,594915,565169,0,2018-12-04T15:59:47.000Z
1207,591590,562010,0,2018-12-04T10:13:48.000Z
1208,595464,565691,0,2018-12-04T10:00:01.000Z
1209,595464,565691,0,2018-12-03T16:04:33.000Z
1210,592430,562809,0,2018-12-03T10:17:27.000Z
1211,595367,565598,0,2018-12-03T10:00:02.000Z
1212,595367,565598,0,2018-12-02T16:00:02.000Z
1213,595367,565598,0,2018-12-02T10:00:01.000Z
1214,595367,565598,0,2018-12-01T16:00:02.000Z
1215,595367,565598,0,2018-12-01T10:00:01.000Z
1216,595367,565598,0,2018-11-30T16:10:23.000Z
1217,594900,565155,0,2018-11-30T10:11:22.000Z
1218,601095,571040,0,2018-11-30T10:00:02.000Z
1219,601095,571040,0,2018-11-29T16:07:25.000Z
1220,599321,569355,0,2018-11-29T10:00:04.000Z
1221,595220,565459,0,2018-11-29T10:00:02.000Z
1222,595220,565459,0,2018-11-28T16:02:19.000Z
1223,595800,566010,0,2018-11-28T16:01:12.000Z
1224,595175,565416,0,2018-11-28T10:02:53.000Z
1225,598882,568938,0,2018-11-28T10:00:01.000Z
1226,598882,568938,0,2018-11-27T16:10:27.000Z
1227,599580,569601,0,2018-11-27T10:11:32.000Z
1228,602684,572550,0,2018-11-27T10:00:02.000Z
1229,602684,572550,0,2018-11-26T16:00:01.000Z
1230,602291,572176,0,2018-11-26T10:06:03.000Z
1231,602534,572407,0,2018-11-26T10:00:02.000Z
1232,602534,572407,0,2018-11-25T16:00:01.000Z
1233,602534,572407,0,2018-11-25T10:00:02.000Z
1234,602534,572407,0,2018-11-24T16:00:01.000Z
1235,602534,572407,0,2018-11-24T10:00:01.000Z
1236,602534,572407,0,2018-11-23T16:00:03.000Z
1237,604848,574606,0,2018-11-23T10:00:37.000Z
1238,605153,574895,0,2018-11-23T10:00:01.000Z
1239,605153,574895,0,2018-11-22T16:01:28.000Z
1240,604921,574675,0,2018-11-22T10:00:02.000Z
1241,602700,572565,0,2018-11-22T10:00:01.000Z
1242,602700,572565,0,2018-11-21T16:00:27.000Z
1243,601891,571796,0,2018-11-21T10:16:36.000Z
1244,602008,571908,0,2018-11-21T10:00:02.000Z
1245,602008,571908,0,2018-11-20T16:00:02.000Z
1246,602008,571908,0,2018-11-20T10:00:01.000Z
1247,602008,571908,0,2018-11-19T16:00:38.000Z
1248,602278,572164,0,2018-11-19T10:32:05.000Z
1249,602983,572834,0,2018-11-16T16:04:11.000Z
1250,602827,572686,0,2018-11-16T10:01:09.000Z
1251,603918,573722,0,2018-11-16T10:00:02.000Z
1252,603918,573722,0,2018-11-15T16:00:22.000Z
1253,602942,572795,0,2018-11-15T10:15:02.000Z
1254,601101,571046,0,2018-11-15T10:00:02.000Z
1255,601101,571046,0,2018-11-14T16:09:50.000Z
1256,602003,571903,0,2018-11-14T10:00:07.000Z
1257,600166,570158,0,2018-11-14T10:00:01.000Z
1258,600166,570158,0,2018-11-13T16:29:06.000Z
1259,601262,571199,0,2018-11-13T15:59:28.000Z
1260,601497,571422,0,2018-11-13T10:01:07.000Z
1261,601497,571422,0,2018-11-13T10:00:02.000Z
1262,599061,569108,0,2018-11-12T16:07:29.000Z
1263,598518,568594,0,2018-11-12T16:04:09.000Z
1264,600768,570730,0,2018-11-12T10:00:09.000Z
1265,600971,570922,0,2018-11-12T10:00:02.000Z
1266,600971,570922,0,2018-11-11T16:00:01.000Z
1267,600971,570922,0,2018-11-11T10:00:02.000Z
1268,600971,570922,0,2018-11-10T16:00:01.000Z
1269,600971,570922,0,2018-11-10T10:00:02.000Z
1270,600971,570922,0,2018-11-09T16:00:08.000Z
1271,600663,570630,0,2018-11-09T09:59:59.000Z
1272,604352,574135,0,2018-11-08T16:47:57.000Z
1273,607253,576891,0,2018-11-08T10:30:41.000Z
1274,616595,585765,0,2018-11-08T10:00:02.000Z
1275,616595,585765,0,2018-11-07T16:42:01.000Z
1276,615497,584722,0,2018-11-07T10:28:08.000Z
1277,623920,592724,0,2018-11-07T10:10:58.000Z
1278,616244,585431,0,2018-11-07T10:01:52.000Z
1279,627616,596236,0,2018-11-07T10:00:02.000Z
1280,627616,596236,0,2018-11-06T15:57:41.000Z
1281,622175,591066,0,2018-11-06T10:00:48.000Z
1282,624980,593731,0,2018-11-06T10:00:01.000Z
1283,624980,593731,0,2018-11-05T16:00:43.000Z
1284,624702,593467,0,2018-11-05T10:00:43.000Z
1285,628035,596634,0,2018-11-05T10:00:01.000Z
1286,628035,596634,0,2018-11-04T16:00:02.000Z
1287,628035,596634,0,2018-11-04T10:00:02.000Z
1288,628035,596634,0,2018-11-03T16:00:01.000Z
1289,628035,596634,0,2018-11-03T10:00:02.000Z
1290,628035,596634,0,2018-11-02T16:00:01.000Z
1291,626876,595533,0,2018-11-02T10:07:34.000Z
1292,629504,598029,0,2018-11-02T10:00:02.000Z
1293,629504,598029,0,2018-11-01T16:11:02.000Z
1294,622550,591422,0,2018-11-01T10:24:08.000Z
1295,622863,591720,0,2018-11-01T10:00:02.000Z
1296,622863,591720,0,2018-10-31T16:00:00.000Z
1297,624589,593359,0,2018-10-31T10:02:59.000Z
1298,625220,593959,0,2018-10-31T10:00:01.000Z
1299,625220,593959,0,2018-10-30T16:01:15.000Z
1300,626864,595521,0,2018-10-30T09:59:58.000Z
1301,627616,596236,0,2018-10-29T16:01:35.000Z
1302,629460,597987,0,2018-10-29T10:00:32.000Z
1303,630564,599036,0,2018-10-29T10:00:01.000Z
1304,630564,599036,0,2018-10-28T16:00:01.000Z
1305,630564,599036,0,2018-10-28T10:00:02.000Z
1306,630564,599036,0,2018-10-27T16:00:01.000Z
1307,630564,599036,0,2018-10-27T10:00:02.000Z
1308,630564,599036,0,2018-10-26T16:00:03.000Z
1309,628681,597247,0,2018-10-26T10:00:25.000Z
1310,626673,595340,0,2018-10-26T10:00:02.000Z
1311,626673,595340,0,2018-10-25T16:00:05.000Z
1312,628596,597166,0,2018-10-25T10:03:05.000Z
1313,624783,593544,0,2018-10-25T10:00:02.000Z
1314,624783,593544,0,2018-10-24T16:03:49.000Z
1315,625544,594267,0,2018-10-24T10:03:55.000Z
1316,624757,593519,0,2018-10-24T10:00:02.000Z
1317,624757,593519,0,2018-10-23T16:00:13.000Z
1318,618862,587919,0,2018-10-23T10:00:16.000Z
1319,619296,588331,0,2018-10-23T10:00:02.000Z
1320,619296,588331,0,2018-10-22T16:04:01.000Z
1321,620293,589278,0,2018-10-22T10:03:41.000Z
1322,619450,588478,0,2018-10-22T10:00:01.000Z
1323,619450,588478,0,2018-10-21T16:00:02.000Z
1324,619450,588478,0,2018-10-21T10:00:01.000Z
1325,619450,588478,0,2018-10-20T16:00:01.000Z
1326,619450,588478,0,2018-10-20T10:00:01.000Z
1327,619450,588478,0,2018-10-19T16:01:03.000Z
1328,619161,588203,0,2018-10-19T10:00:04.000Z
1329,616697,585862,0,2018-10-19T10:00:02.000Z
1330,616697,585862,0,2018-10-18T16:07:14.000Z
1331,617102,586247,0,2018-10-18T10:00:08.000Z
1332,619200,588240,0,2018-10-18T10:00:02.000Z
1333,619200,588240,0,2018-10-17T16:08:55.000Z
1334,618042,587140,0,2018-10-17T10:01:24.000Z
1335,621440,590368,0,2018-10-17T10:00:02.000Z
1336,621440,590368,0,2018-10-16T16:00:39.000Z
1337,620355,589338,0,2018-10-16T10:01:56.000Z
1338,603071,572917,0,2018-10-16T10:00:01.000Z
1339,603071,572917,0,2018-10-15T16:00:01.000Z
1340,618478,587554,0,2018-10-15T10:00:02.000Z
1341,618478,587554,0,2018-10-14T16:00:01.000Z
1342,618478,587554,0,2018-10-14T10:00:01.000Z
1343,618478,587554,0,2018-10-13T16:00:02.000Z
1344,618478,587554,0,2018-10-13T10:00:01.000Z
1345,618478,587554,0,2018-10-12T19:11:44.000Z
1346,594859,565116,0,2018-10-12T16:00:03.000Z
1347,598866,568923,0,2018-10-12T10:00:04.000Z
1348,587587,558208,0,2018-10-12T10:00:01.000Z
1349,587587,558208,0,2018-10-11T16:00:03.000Z
1350,583467,554294,0,2018-10-11T10:00:02.000Z
1351,580659,551626,0,2018-10-11T10:00:01.000Z
1352,580659,551626,0,2018-10-10T16:00:03.000Z
1353,582296,553181,0,2018-10-10T10:00:03.000Z
1354,582825,553684,0,2018-10-10T10:00:02.000Z
1355,582825,553684,0,2018-10-09T16:00:08.000Z
1356,581231,552169,0,2018-10-09T10:00:07.000Z
1357,583497,554322,0,2018-10-09T10:00:01.000Z
1358,583497,554322,0,2018-10-08T16:00:11.000Z
1359,583880,554686,0,2018-10-08T10:00:31.000Z
1360,585476,556202,0,2018-10-08T10:00:01.000Z
1361,585476,556202,0,2018-10-07T16:00:02.000Z
1362,585476,556202,0,2018-10-07T10:00:02.000Z
1363,585476,556202,0,2018-10-06T16:00:02.000Z
1364,585476,556202,0,2018-10-06T10:00:01.000Z
1365,585476,556202,0,2018-10-05T16:00:05.000Z
1366,583431,554259,0,2018-10-05T10:00:03.000Z
1367,583577,554398,0,2018-10-05T10:00:02.000Z
1368,583577,554398,0,2018-10-04T16:00:00.000Z
1369,580542,551515,0,2018-10-04T10:00:05.000Z
1370,583816,554625,0,2018-10-04T10:00:02.000Z
1371,583816,554625,0,2018-10-03T16:03:01.000Z
1372,581710,552625,0,2018-10-03T10:00:02.000Z
1373,575007,546257,0,2018-10-03T10:00:01.000Z
1374,575007,546257,0,2018-10-02T22:59:58.000Z
1375,570879,542335,0,2018-10-02T17:00:03.000Z
1376,568430,540009,0,2018-10-02T17:00:01.000Z
1377,568430,540009,0,2018-10-01T23:01:09.000Z
1378,570613,542082,0,2018-10-01T17:01:54.000Z
1379,568002,539602,0,2018-10-01T17:00:01.000Z
1380,568002,539602,0,2018-09-30T23:00:01.000Z
1381,568002,539602,0,2018-09-30T17:00:02.000Z
1382,568002,539602,0,2018-09-29T23:00:01.000Z
1383,568002,539602,0,2018-09-29T17:00:02.000Z
1384,568002,539602,0,2018-09-28T23:01:27.000Z
1385,568422,540001,0,2018-09-28T17:00:11.000Z
1386,573934,545237,0,2018-09-28T17:00:01.000Z
1387,573934,545237,0,2018-09-27T23:00:09.000Z
1388,575159,546401,0,2018-09-27T17:00:09.000Z
1389,576149,547342,0,2018-09-27T17:00:01.000Z
1390,576149,547342,0,2018-09-26T23:00:09.000Z
1391,575361,546593,0,2018-09-26T17:00:12.000Z
1392,574547,545820,0,2018-09-26T17:00:01.000Z
1393,574547,545820,0,2018-09-25T23:00:10.000Z
1394,572908,544263,0,2018-09-25T17:00:07.000Z
1395,572927,544281,0,2018-09-24T23:01:03.000Z
1396,570084,541580,0,2018-09-24T17:00:11.000Z
1397,576027,547226,0,2018-09-21T23:00:23.000Z
1398,576462,547639,0,2018-09-21T17:01:45.000Z
1399,573418,544747,0,2018-09-20T23:00:02.000Z
1400,577685,548801,0,2018-09-20T17:00:03.000Z
1401,576258,547445,0,2018-09-19T23:00:20.000Z
1402,574987,546238,0,2018-09-19T17:00:03.000Z
1403,574685,545951,0,2018-09-18T23:04:38.000Z
1404,572089,543485,0,2018-09-18T17:01:52.000Z
1405,571716,543130,0,2018-09-17T23:10:00.000Z
1406,569991,541491,0,2018-09-17T17:00:13.000Z
1407,575548,546771,0,2018-09-17T06:00:01.000Z
1408,575548,546771,0,2018-09-17T00:00:02.000Z
1409,575548,546771,0,2018-09-16T06:00:02.000Z
1410,575548,546771,0,2018-09-16T00:00:02.000Z
1411,575548,546771,0,2018-09-14T23:00:26.000Z
1412,572920,544274,0,2018-09-14T17:00:08.000Z
1413,573762,545074,0,2018-09-13T23:00:10.000Z
1414,575564,546786,0,2018-09-13T17:01:11.000Z
1415,571273,542709,0,2018-09-12T23:00:07.000Z
1416,569643,541161,0,2018-09-12T17:00:03.000Z
1417,569772,541283,0,2018-09-12T06:00:02.000Z
1418,569772,541283,0,2018-09-12T00:00:02.000Z
1419,569772,541283,0,2018-09-10T23:00:23.000Z
1420,571687,543103,0,2018-09-10T17:00:11.000Z
1421,574640,545908,0,2018-09-10T06:00:02.000Z
1422,574640,545908,0,2018-09-10T00:00:02.000Z
1423,574640,545908,0,2018-09-09T06:00:02.000Z
1424,574640,545908,0,2018-09-09T00:00:02.000Z
1425,574640,545908,0,2018-09-07T23:00:11.000Z
1426,575609,546829,0,2018-09-07T17:00:09.000Z
1427,575619,546838,0,2018-09-06T23:00:02.000Z
1428,575599,546819,0,2018-09-06T16:59:59.000Z
1429,573200,544540,0,2018-09-05T23:00:03.000Z
1430,569888,541394,0,2018-09-05T17:00:07.000Z
1431,570560,542032,0,2018-09-04T23:01:05.000Z
1432,569886,541392,0,2018-09-04T17:00:01.000Z
1433,571205,542645,0,2018-09-03T23:00:02.000Z
1434,567374,539005,0,2018-09-03T17:00:05.000Z
1435,570288,541774,0,2018-09-03T06:00:02.000Z
1436,570288,541774,0,2018-09-03T00:00:03.000Z
1437,570288,541774,0,2018-09-02T06:00:02.000Z
1438,570288,541774,0,2018-09-02T00:00:02.000Z
1439,570288,541774,0,2018-08-31T23:00:10.000Z
1440,566350,538033,0,2018-08-31T17:00:08.000Z
1441,566670,538337,0,2018-08-30T23:00:13.000Z
1442,567482,539108,0,2018-08-30T17:00:13.000Z
1443,566263,537950,0,2018-08-29T23:02:03.000Z
1444,565705,537420,0,2018-08-29T17:00:20.000Z
1445,570014,541513,0,2018-08-28T23:00:11.000Z
1446,567711,539325,0,2018-08-28T17:00:17.000Z
1447,565715,537429,0,2018-08-27T23:00:31.000Z
1448,568235,539823,0,2018-08-27T17:00:28.000Z
1449,560814,532773,0,2018-08-27T06:00:02.000Z
1450,560814,532773,0,2018-08-27T00:00:02.000Z
1451,560814,532773,0,2018-08-26T06:00:02.000Z
1452,560814,532773,0,2018-08-26T00:00:02.000Z
1453,560814,532773,0,2018-08-24T23:00:16.000Z
1454,557848,529956,0,2018-08-24T17:00:33.000Z
1455,558802,530862,0,2018-08-23T23:00:07.000Z
1456,557714,529828,0,2018-08-23T17:00:15.000Z
1457,560070,532067,0,2018-08-23T06:00:02.000Z
1458,560070,532067,0,2018-08-23T00:00:02.000Z
1459,560070,532067,0,2018-08-21T23:00:30.000Z
1460,559714,531728,0,2018-08-21T17:00:08.000Z
1461,557164,529306,0,2018-08-20T23:00:04.000Z
1462,557044,529192,0,2018-08-20T17:00:07.000Z
1463,555380,527611,0,2018-08-20T06:00:02.000Z
1464,555380,527611,0,2018-08-20T00:00:02.000Z
1465,555380,527611,0,2018-08-19T06:00:02.000Z
1466,555380,527611,0,2018-08-19T00:00:02.000Z
1467,555380,527611,0,2018-08-18T06:00:02.000Z
1468,555380,527611,0,2018-08-18T00:00:02.000Z
1469,555380,527611,0,2018-08-16T23:00:42.000Z
1470,551089,523535,0,2018-08-16T17:00:08.000Z
1471,558098,530193,0,2018-08-15T23:00:10.000Z
1472,559623,531642,0,2018-08-15T17:00:13.000Z
1473,561594,533514,0,2018-08-14T23:00:06.000Z
1474,560679,532645,0,2018-08-14T17:00:10.000Z
1475,565138,536881,0,2018-08-13T23:00:02.000Z
1476,560947,532900,0,2018-08-13T17:00:19.000Z
1477,560682,532648,0,2018-08-13T06:00:02.000Z
1478,560682,532648,0,2018-08-13T00:00:02.000Z
1479,560682,532648,0,2018-08-12T06:00:02.000Z
1480,560682,532648,0,2018-08-12T00:00:02.000Z
1481,560682,532648,0,2018-08-10T23:00:06.000Z
1482,562224,534113,0,2018-08-10T17:00:05.000Z
1483,562033,533931,0,2018-08-09T23:00:15.000Z
1484,563959,535761,0,2018-08-09T17:00:21.000Z
1485,562965,534817,0,2018-08-08T23:02:07.000Z
1486,564838,536596,0,2018-08-08T17:01:27.000Z
1487,564973,536724,0,2018-08-07T23:00:04.000Z
1488,563313,535147,0,2018-08-07T17:00:04.000Z
1489,564659,536426,0,2018-08-06T23:00:09.000Z
1490,567153,538795,0,2018-08-06T17:00:26.000Z
1491,562915,534769,0,2018-08-06T06:00:02.000Z
1492,562915,534769,0,2018-08-06T00:00:02.000Z
1493,562915,534769,0,2018-08-05T06:00:01.000Z
1494,562915,534769,0,2018-08-05T00:00:02.000Z
1495,562915,534769,0,2018-08-03T23:00:02.000Z
1496,561060,533007,0,2018-08-03T17:00:02.000Z
1497,565797,537507,0,2018-08-02T23:00:07.000Z
1498,566226,537915,0,2018-08-02T17:00:23.000Z
1499,567916,539520,0,2018-08-01T23:00:07.000Z
1500,566738,538401,0,2018-08-01T17:00:49.000Z
1501,564917,536671,0,2018-07-31T23:00:17.000Z
1502,565520,537244,0,2018-07-31T17:00:13.000Z
1503,565886,537592,0,2018-07-30T23:00:11.000Z
1504,568424,540003,0,2018-07-30T17:00:24.000Z
1505,567568,539190,0,2018-07-30T06:00:02.000Z
1506,567568,539190,0,2018-07-30T00:00:01.000Z
1507,567568,539190,0,2018-07-29T06:00:01.000Z
1508,567568,539190,0,2018-07-29T00:00:01.000Z
1509,567568,539190,0,2018-07-27T23:02:42.000Z
1510,568433,540011,0,2018-07-27T17:00:10.000Z
1511,570477,541953,0,2018-07-26T23:00:04.000Z
1512,574804,546064,0,2018-07-26T17:00:03.000Z
1513,573162,544504,0,2018-07-25T23:00:11.000Z
1514,572749,544112,0,2018-07-25T17:00:21.000Z
1515,572173,543564,0,2018-07-24T23:00:32.000Z
1516,568355,539937,0,2018-07-24T17:00:08.000Z
1517,571418,542847,0,2018-07-23T23:00:28.000Z
1518,575082,546328,0,2018-07-23T17:00:09.000Z
1519,571067,542514,0,2018-07-23T06:00:02.000Z
1520,571067,542514,0,2018-07-23T00:00:01.000Z
1521,571067,542514,0,2018-07-22T06:00:02.000Z
1522,571067,542514,0,2018-07-22T00:00:01.000Z
1523,571067,542514,0,2018-07-20T23:00:30.000Z
1524,565039,536787,0,2018-07-20T17:00:25.000Z
1525,564969,536721,0,2018-07-19T23:00:13.000Z
1526,567172,538813,0,2018-07-19T17:00:16.000Z
1527,566069,537766,0,2018-07-18T23:00:32.000Z
1528,568418,539997,0,2018-07-18T17:00:17.000Z
1529,575941,547144,0,2018-07-17T23:02:04.000Z
1530,574253,545540,0,2018-07-17T17:12:28.000Z
1531,581239,541243,0,2018-07-16T23:01:02.000Z
1532,579261,539401,0,2018-07-16T17:00:37.000Z
1533,578497,538689,0,2018-07-16T06:00:02.000Z
1534,578497,538689,0,2018-07-16T00:00:02.000Z
1535,578497,538689,0,2018-07-15T06:00:02.000Z
1536,578497,538689,0,2018-07-15T00:00:01.000Z
1537,578497,538689,0,2018-07-13T23:00:53.000Z
1538,584529,544307,0,2018-07-13T17:00:31.000Z
1539,583550,543395,0,2018-07-12T23:00:53.000Z
1540,581065,541081,0,2018-07-12T17:00:56.000Z
1541,584803,544562,0,2018-07-11T23:00:21.000Z
