,Sell,Buy,Installment,Updated_at
1542,582106,542051,0,2018-07-11T17:00:54.000Z
1543,583572,543415,0,2018-07-10T23:00:22.000Z
1544,586287,545943,0,2018-07-10T17:00:22.000Z
1545,587181,546776,0,2018-07-09T23:00:41.000Z
1546,588881,548359,0,2018-07-09T17:02:33.000Z
1547,587402,546982,0,2018-07-09T06:00:02.000Z
1548,587402,546982,0,2018-07-09T00:00:02.000Z
1549,587402,546982,0,2018-07-08T06:00:02.000Z
1550,587402,546982,0,2018-07-08T00:00:02.000Z
1551,587402,546982,0,2018-07-06T23:01:43.000Z
1552,586548,545095,0,2018-07-06T17:01:42.000Z
1553,585827,556536,0,2018-07-05T23:00:27.000Z
1554,585112,555857,0,2018-07-05T17:00:41.000Z
1555,585139,555882,0,2018-07-04T23:00:46.000Z
1556,595565,565787,0,2018-07-04T17:00:34.000Z
1557,588846,559404,0,2018-07-03T23:00:34.000Z
1558,582920,553774,0,2018-07-03T17:01:07.000Z
1559,586990,557640,0,2018-07-02T23:00:55.000Z
1560,591051,561499,0,2018-07-02T17:01:15.000Z
1561,590598,561068,0,2018-07-02T06:00:01.000Z
1562,590598,561068,0,2018-07-02T00:00:01.000Z
1563,590598,561068,0,2018-07-01T06:00:02.000Z
1564,590598,561068,0,2018-07-01T00:00:02.000Z
1565,590598,561068,0,2018-06-29T23:00:41.000Z
1566,584269,555056,0,2018-06-29T17:02:20.000Z
1567,585028,555777,0,2018-06-28T23:01:16.000Z
1568,582119,553013,0,2018-06-28T17:00:47.000Z
1569,584920,566787,0,2018-06-28T06:00:02.000Z
1570,584920,566787,0,2018-06-28T00:00:01.000Z
1571,584920,566787,0,2018-06-26T23:01:17.000Z
1572,585013,566877,0,2018-06-26T17:01:26.000Z
1573,575968,558689,0,2018-06-25T23:01:19.000Z
1574,575855,558579,0,2018-06-25T17:00:59.000Z
1575,575370,558109,0,2018-06-25T06:00:02.000Z
1576,575370,558109,0,2018-06-25T00:00:01.000Z
1577,575370,558109,0,2018-06-24T06:00:02.000Z
1578,575370,558109,0,2018-06-24T00:00:01.000Z
1579,575370,558109,0,2018-06-22T23:00:42.000Z
1580,574097,556874,0,2018-06-22T17:02:10.000Z
1581,572701,555520,0,2018-06-21T23:00:32.000Z
1582,566392,549400,0,2018-06-21T17:00:54.000Z
1583,568761,551698,0,2018-06-21T00:28:12.000Z
1584,569704,552613,0,2018-06-20T17:01:10.000Z
1585,580158,562753,0,2018-06-20T06:00:02.000Z
1586,580158,562753,0,2018-06-20T00:00:01.000Z
1587,580158,562753,0,2018-06-19T06:00:02.000Z
1588,580158,562753,0,2018-06-19T00:00:02.000Z
1589,580158,562753,0,2018-06-18T06:00:01.000Z
1590,580158,562753,0,2018-06-18T00:00:02.000Z
1591,580158,562753,0,2018-06-17T06:00:01.000Z
1592,580158,562753,0,2018-06-17T00:00:02.000Z
1593,580158,562753,0,2018-06-16T06:00:02.000Z
1594,580158,562753,0,2018-06-16T00:00:02.000Z
1595,580158,562753,0,2018-06-15T06:00:02.000Z
1596,580158,562753,0,2018-06-15T00:00:01.000Z
1597,580158,562753,0,2018-06-14T06:00:02.000Z
1598,580158,562753,0,2018-06-14T00:00:02.000Z
1599,580158,562753,0,2018-06-12T23:00:00.000Z
1600,580471,563057,0,2018-06-12T17:00:05.000Z
1601,579389,562007,0,2018-06-11T23:00:06.000Z
1602,580833,563408,0,2018-06-11T17:00:20.000Z
1603,580297,562888,0,2018-06-11T06:00:01.000Z
1604,580297,562888,0,2018-06-11T00:00:01.000Z
1605,580297,562888,0,2018-06-10T06:00:01.000Z
1606,580297,562888,0,2018-06-10T00:00:02.000Z
1607,580297,562888,0,2018-06-08T23:00:02.000Z
1608,578374,561023,0,2018-06-08T17:00:13.000Z
1609,578726,561364,0,2018-06-07T23:00:17.000Z
1610,578541,561185,0,2018-06-07T17:00:14.000Z
1611,578478,561124,0,2018-06-06T23:00:11.000Z
1612,579157,561782,0,2018-06-06T17:00:04.000Z
1613,577179,559864,0,2018-06-05T23:00:03.000Z
1614,576163,558878,0,2018-06-05T17:00:38.000Z
1615,576939,559631,0,2018-06-04T23:00:18.000Z
1616,580099,562696,0,2018-06-04T17:00:10.000Z
1617,585419,567856,0,2018-06-04T06:00:01.000Z
1618,585419,567856,0,2018-06-04T00:00:02.000Z
1619,585419,567856,0,2018-06-03T06:00:02.000Z
1620,585419,567856,0,2018-06-03T00:00:02.000Z
1621,585419,567856,0,2018-06-02T06:00:02.000Z
1622,585419,567856,0,2018-06-02T00:00:02.000Z
1623,585419,567856,0,2018-05-31T23:00:29.000Z
1624,587456,569832,0,2018-05-31T17:00:12.000Z
1625,586003,568423,0,2018-05-30T23:00:05.000Z
1626,587530,569904,0,2018-05-30T16:59:52.000Z
1627,586581,568984,0,2018-05-30T06:00:02.000Z
1628,586581,568984,0,2018-05-30T00:00:02.000Z
1629,586581,568984,0,2018-05-28T23:01:08.000Z
1630,591203,573467,0,2018-05-28T17:03:08.000Z
1631,594505,576670,0,2018-05-28T06:00:02.000Z
1632,594505,576670,0,2018-05-28T00:00:02.000Z
1633,594505,576670,0,2018-05-27T06:00:02.000Z
1634,594505,576670,0,2018-05-27T00:00:02.000Z
1635,594505,576670,0,2018-05-25T23:01:45.000Z
1636,594698,576857,0,2018-05-25T17:01:26.000Z
1637,592374,574603,0,2018-05-24T23:00:07.000Z
1638,590914,573187,0,2018-05-24T16:59:54.000Z
1639,589710,572019,0,2018-05-23T23:00:33.000Z
1640,589041,571370,0,2018-05-23T17:00:35.000Z
1641,589862,572166,0,2018-05-22T23:00:14.000Z
1642,588293,570644,0,2018-05-22T17:00:10.000Z
1643,585262,567704,0,2018-05-21T23:00:26.000Z
1644,584808,567264,0,2018-05-21T17:00:12.000Z
1645,584754,567211,0,2018-05-21T06:00:02.000Z
1646,584754,567211,0,2018-05-21T00:00:01.000Z
1647,584754,567211,0,2018-05-20T06:00:02.000Z
1648,584754,567211,0,2018-05-20T00:00:02.000Z
1649,584754,567211,0,2018-05-18T22:59:59.000Z
1650,583517,566011,0,2018-05-18T17:00:04.000Z
1651,582608,565130,0,2018-05-17T23:00:14.000Z
1652,586245,568658,0,2018-05-17T17:00:32.000Z
1653,586367,568776,0,2018-05-16T23:00:27.000Z
1654,583257,565759,0,2018-05-16T17:00:52.000Z
1655,590343,572633,0,2018-05-15T23:00:24.000Z
1656,590359,572648,0,2018-05-15T17:00:04.000Z
1657,593693,575882,0,2018-05-14T23:01:01.000Z
1658,596531,578635,0,2018-05-14T17:01:34.000Z
1659,597542,579616,0,2018-05-14T06:00:02.000Z
1660,597542,579616,0,2018-05-14T00:00:02.000Z
1661,597542,579616,0,2018-05-13T06:00:01.000Z
1662,597542,579616,0,2018-05-13T00:00:02.000Z
1663,597542,579616,0,2018-05-11T23:00:32.000Z
1664,597309,579390,0,2018-05-11T17:00:38.000Z
1665,590838,573113,0,2018-05-11T06:00:02.000Z
1666,590838,573113,0,2018-05-11T00:00:01.000Z
1667,590838,573113,0,2018-05-09T23:00:11.000Z
1668,591725,573973,0,2018-05-09T17:00:19.000Z
1669,591955,574196,0,2018-05-08T23:00:34.000Z
1670,589479,571795,0,2018-05-08T17:00:14.000Z
1671,589577,571890,0,2018-05-07T23:00:10.000Z
1672,590875,573149,0,2018-05-07T17:01:55.000Z
1673,587051,569439,0,2018-05-07T06:00:01.000Z
1674,587051,569439,0,2018-05-07T00:00:01.000Z
1675,587051,569439,0,2018-05-06T06:00:01.000Z
1676,587051,569439,0,2018-05-06T00:00:01.000Z
1677,587051,569439,0,2018-05-04T23:00:16.000Z
1678,589949,572251,0,2018-05-04T16:59:56.000Z
1679,588530,570874,0,2018-05-03T22:59:58.000Z
1680,586277,568689,0,2018-05-03T17:00:07.000Z
1681,586748,569146,0,2018-05-02T22:59:57.000Z
1682,584147,566623,0,2018-05-02T16:59:54.000Z
1683,587828,570193,0,2018-05-02T06:00:01.000Z
1684,587828,570193,0,2018-05-02T00:00:01.000Z
1685,587828,570193,0,2018-04-30T22:59:57.000Z
1686,590273,572565,0,2018-04-30T17:00:02.000Z
1687,587792,570158,0,2018-04-30T06:00:02.000Z
1688,587792,570158,0,2018-04-30T00:00:02.000Z
1689,587792,570158,0,2018-04-29T06:00:02.000Z
1690,587792,570158,0,2018-04-29T00:00:02.000Z
1691,587792,570158,0,2018-04-27T23:00:11.000Z
1692,589961,572262,0,2018-04-27T17:00:06.000Z
1693,592837,575052,0,2018-04-26T23:00:00.000Z
1694,591223,573486,0,2018-04-26T16:59:59.000Z
1695,591339,573599,0,2018-04-25T23:00:00.000Z
1696,593915,576098,0,2018-04-25T16:59:59.000Z
1697,592722,574940,0,2018-04-24T23:00:01.000Z
1698,592801,575017,0,2018-04-24T17:00:01.000Z
1699,594195,576369,0,2018-04-23T23:00:11.000Z
1700,592072,574310,0,2018-04-23T17:00:03.000Z
1701,595849,577974,0,2018-04-23T06:00:02.000Z
1702,595849,577974,0,2018-04-23T00:00:01.000Z
1703,595849,577974,0,2018-04-22T06:00:01.000Z
1704,595849,577974,0,2018-04-22T00:00:01.000Z
1705,595849,577974,0,2018-04-20T23:00:00.000Z
1706,594762,576919,0,2018-04-20T16:59:59.000Z
1707,598625,580666,0,2018-04-19T23:00:22.000Z
1708,597609,579681,0,2018-04-19T17:00:01.000Z
1709,595537,577671,0,2018-04-18T23:00:01.000Z
1710,595192,577336,0,2018-04-18T17:01:06.000Z
1711,594470,576636,0,2018-04-17T23:00:02.000Z
1712,596364,578473,0,2018-04-17T17:00:09.000Z
1713,595550,577684,0,2018-04-16T23:00:07.000Z
1714,596163,578278,0,2018-04-16T17:00:13.000Z
1715,593090,575297,0,2018-04-16T06:00:01.000Z
1716,593090,575297,0,2018-04-16T00:00:02.000Z
1717,593090,575297,0,2018-04-15T06:00:01.000Z
1718,593090,575297,0,2018-04-15T00:00:01.000Z
1719,593090,575297,0,2018-04-13T23:00:05.000Z
1720,592982,575193,0,2018-04-13T17:00:02.000Z
1721,596947,579039,0,2018-04-12T23:00:00.000Z
1722,596734,578832,0,2018-04-12T17:00:00.000Z
1723,593822,576007,0,2018-04-11T23:00:06.000Z
1724,593703,575892,0,2018-04-11T17:00:00.000Z
1725,591480,573736,0,2018-04-10T23:00:14.000Z
1726,590825,573100,0,2018-04-10T17:00:00.000Z
1727,587956,570317,0,2018-04-09T23:00:05.000Z
1728,590055,572353,0,2018-04-09T17:00:01.000Z
1729,586614,569016,0,2018-04-09T06:00:01.000Z
1730,586614,569016,0,2018-04-09T00:00:01.000Z
1731,586614,569016,0,2018-04-08T06:00:01.000Z
1732,586614,569016,0,2018-04-08T00:00:01.000Z
1733,586614,569016,0,2018-04-06T23:00:15.000Z
1734,589480,571796,0,2018-04-06T17:00:00.000Z
1735,587104,569491,0,2018-04-05T23:00:11.000Z
1736,588592,570934,0,2018-04-05T17:00:04.000Z
1737,593932,576114,0,2018-04-04T23:00:01.000Z
1738,590625,572906,0,2018-04-04T17:01:24.000Z
1739,591962,574203,0,2018-04-03T23:40:12.000Z
1740,591613,573865,0,2018-04-03T17:02:15.000Z
1741,588770,571107,0,2018-04-02T23:00:42.000Z
1742,587952,570313,0,2018-04-02T17:00:38.000Z
1743,585843,568267,0,2018-04-02T06:00:01.000Z
1744,585843,568267,0,2018-04-02T00:00:02.000Z
1745,585843,568267,0,2018-04-01T06:00:01.000Z
1746,585843,568267,0,2018-04-01T00:00:01.000Z
1747,585843,568267,0,2018-03-31T06:00:01.000Z
1748,585843,568267,0,2018-03-31T00:00:02.000Z
1749,585843,568267,0,2018-03-29T23:00:11.000Z
1750,586727,569125,0,2018-03-29T17:02:16.000Z
1751,593209,575412,0,2018-03-28T23:01:04.000Z
1752,593499,575694,0,2018-03-28T17:04:41.000Z
1753,595791,577917,0,2018-03-27T23:00:57.000Z
1754,599375,581393,0,2018-03-27T17:00:45.000Z
1755,596337,578446,0,2018-03-26T23:01:08.000Z
1756,596754,578851,0,2018-03-26T17:00:58.000Z
1757,594086,576263,0,2018-03-26T06:00:01.000Z
1758,594086,576263,0,2018-03-26T00:00:02.000Z
1759,594086,576263,0,2018-03-25T06:00:01.000Z
1760,594086,576263,0,2018-03-25T00:00:01.000Z
1761,594086,576263,0,2018-03-23T23:57:22.000Z
1762,599433,578716,0,2018-03-23T23:00:14.000Z
1763,596614,566783,0,2018-03-23T17:07:33.000Z
1764,602060,591529,0,2018-03-22T17:00:00.000Z
1765,592510,581979,0,2018-03-21T17:00:02.000Z
1766,595466,584860,0,2018-03-20T17:01:23.000Z
1767,593373,582780,0,2018-03-19T17:01:19.000Z
1768,593670,583063,0,2018-03-19T06:00:02.000Z
1769,593670,583063,0,2018-03-19T00:00:02.000Z
1770,593670,583063,0,2018-03-18T06:00:01.000Z
1771,593670,583063,0,2018-03-18T00:00:02.000Z
1772,593670,583063,0,2018-03-16T17:00:13.000Z
1773,597595,586986,0,2018-03-15T17:00:02.000Z
1774,598842,588241,0,2018-03-14T17:00:14.000Z
1775,599023,588451,0,2018-03-13T17:03:32.000Z
1776,599084,588500,0,2018-03-12T23:00:02.000Z
1777,600638,588434,0,2018-03-12T17:00:02.000Z
1778,599074,586799,0,2018-03-09T17:02:21.000Z
1779,600143,587970,0,2018-03-08T17:00:01.000Z
1780,603876,591956,0,2018-03-07T17:00:14.000Z
1781,597419,585270,0,2018-03-06T17:02:37.000Z
1782,598176,585994,0,2018-03-05T17:00:19.000Z
1783,596521,584384,0,2018-03-02T17:00:02.000Z
1784,597389,585163,0,2018-03-01T17:00:45.000Z
1785,592868,580674,0,2018-02-28T17:00:03.000Z
1786,599437,578234,0,2018-02-27T17:00:02.000Z
1787,597621,585432,0,2018-02-26T17:01:01.000Z
1788,598509,586424,0,2018-02-23T17:00:01.000Z
1789,592313,580129,0,2018-02-22T17:00:21.000Z
1790,594967,582723,0,2018-02-21T17:00:38.000Z
1791,599851,587766,0,2018-02-20T17:00:14.000Z
1792,600819,588856,0,2018-02-19T17:00:02.000Z
1793,605158,593460,0,2018-02-15T17:01:53.000Z
1794,599629,584852,0,2018-02-14T17:00:14.000Z
1795,596359,581010,0,2018-02-13T17:00:41.000Z
1796,593534,578154,0,2018-02-12T19:14:13.000Z
1797,593494,578350,0,2018-02-09T17:00:01.000Z
1798,590790,575377,0,2018-02-08T17:00:07.000Z
1799,597086,581732,0,2018-02-07T20:28:14.000Z
1800,597288,582124,0,2018-02-06T17:00:01.000Z
1801,597611,582019,0,2018-02-05T18:19:50.000Z
1802,598014,582998,0,2018-02-02T17:03:29.000Z
1803,593655,578864,0,2018-02-01T17:00:20.000Z
1804,593615,578276,0,2018-01-31T17:00:06.000Z
1805,591355,575977,0,2018-01-30T17:32:51.000Z
1806,594000,574000,0,2018-01-29T17:28:03.000Z
1807,583890,579310,0,2018-01-26T17:00:02.000Z
1808,582330,578050,0,2018-01-24T17:01:46.000Z
1809,580120,575860,0,2018-01-23T17:01:57.000Z
1810,556211,559984,0,2017-11-22T17:26:24.000Z
1811,555666,559337,0,2017-11-21T17:06:31.000Z
1812,560524,564301,0,2017-11-20T17:21:02.000Z
1813,555531,559303,0,2017-11-16T17:09:21.000Z
1814,557161,560933,0,2017-11-15T17:05:14.000Z
1815,555604,559275,0,2017-11-14T17:05:52.000Z
1816,553888,557358,0,2017-11-13T17:12:59.000Z
1817,584000,574000,0,2017-11-10T20:43:34.000Z
1818,584000,574000,0,2017-11-09T19:53:54.000Z
1819,585000,575000,0,2017-11-08T20:06:25.000Z
1820,585000,575000,0,2017-11-07T19:54:55.000Z
1821,583500,573500,0,2017-11-06T20:01:51.000Z
1822,583000,573000,0,2017-11-03T20:23:20.000Z
1823,585000,574500,0,2017-11-02T20:05:27.000Z
1824,582500,572500,0,2017-11-01T19:46:15.000Z
1825,583000,573000,0,2017-10-31T20:23:40.000Z
1826,582000,572000,0,2017-10-30T20:57:19.000Z
1827,581500,571500,0,2017-10-27T20:23:10.000Z
1828,583000,573000,0,2017-10-26T20:19:42.000Z
1829,582500,575500,0,2017-10-25T20:01:17.000Z
1830,584000,574000,0,2017-10-24T20:06:01.000Z
1831,585500,575500,0,2017-10-23T20:04:20.000Z
1832,582500,572000,0,2017-10-20T19:57:33.000Z
1833,580000,570500,0,2017-10-19T20:02:43.000Z
1834,579500,570000,0,2017-10-18T20:15:18.000Z
1835,582000,572000,0,2017-10-17T20:05:05.000Z
1836,586000,576000,0,2017-10-16T19:55:04.000Z
1837,583500,573500,0,2017-10-12T19:49:05.000Z
1838,581000,573000,0,2017-10-11T19:58:25.000Z
1839,578000,570000,0,2017-10-10T20:05:00.000Z
1840,576000,568000,0,2017-10-09T20:35:22.000Z
1841,569000,561000,0,2017-10-06T20:05:39.000Z
1842,570000,547000,0,2017-10-05T21:01:52.000Z
1843,573000,565000,0,2017-10-04T20:04:23.000Z
1844,573000,565000,0,2017-10-03T20:08:44.000Z
1845,570000,562000,0,2017-10-02T20:00:43.000Z
1846,571000,562500,0,2017-09-29T20:00:00.000Z
1847,574500,566000,0,2017-09-28T20:00:00.000Z
1848,571000,562500,0,2017-09-27T20:00:00.000Z
1849,574000,565500,0,2017-09-26T20:00:00.000Z
1850,576000,567000,0,2017-09-25T20:00:00.000Z
1851,569500,561000,0,2017-09-22T20:00:00.000Z
1852,567000,558500,0,2017-09-21T20:00:00.000Z
1853,576000,567500,0,2017-09-20T20:00:00.000Z
1854,573500,565000,0,2017-09-19T20:00:00.000Z
1855,571500,563000,0,2017-09-18T20:00:00.000Z
1856,577000,568500,0,2017-09-15T20:00:00.000Z
1857,579000,570500,0,2017-09-14T20:00:00.000Z
1858,576000,567500,0,2017-09-13T20:00:00.000Z
1859,577500,569000,0,2017-09-12T20:00:00.000Z
1860,577000,568500,0,2017-09-11T20:00:00.000Z
1861,585500,576500,0,2017-09-08T20:00:00.000Z
1862,589500,580500,0,2017-09-07T20:00:00.000Z
1863,585500,577000,0,2017-09-06T20:00:00.000Z
1864,588000,579000,0,2017-09-05T20:00:00.000Z
1865,557500,549500,0,2017-09-04T20:00:00.000Z
1866,582000,573500,0,2017-09-01T20:00:00.000Z
1867,578500,570000,0,2017-08-31T20:00:00.000Z
1868,575500,567000,0,2017-08-30T20:00:00.000Z
1869,577500,568500,0,2017-08-29T20:00:00.000Z
1870,576000,567500,0,2017-08-28T20:00:00.000Z
1871,569000,560500,0,2017-08-25T20:00:00.000Z
1872,566500,558000,0,2017-08-24T20:00:00.000Z
1873,568000,559500,0,2017-08-23T20:00:00.000Z
1874,566000,557500,0,2017-08-22T20:00:00.000Z
1875,569000,560500,0,2017-08-21T20:00:00.000Z
1876,567000,558500,0,2017-08-18T20:00:00.000Z
1877,568000,560000,0,2017-08-17T20:00:00.000Z
1878,564500,556000,0,2017-08-16T20:00:00.000Z
1879,562500,554000,0,2017-08-15T20:00:00.000Z
1880,566000,558000,0,2017-08-14T20:00:00.000Z
1881,568000,559500,0,2017-08-11T20:00:00.000Z
1882,565500,557000,0,2017-08-10T20:00:00.000Z
1883,561000,552500,0,2017-08-09T20:00:00.000Z
1884,553000,545000,0,2017-08-08T20:00:00.000Z
1885,554000,546000,0,2017-08-07T20:00:00.000Z
1886,554000,545500,0,2017-08-04T20:00:00.000Z
1887,558500,550000,0,2017-08-03T20:00:00.000Z
1888,560000,551500,0,2017-08-02T20:00:00.000Z
1889,560000,552000,0,2017-08-01T20:00:00.000Z
1890,558000,549500,0,2017-07-31T20:00:00.000Z
1891,559000,550500,0,2017-07-28T20:00:00.000Z
1892,555000,546500,0,2017-07-27T20:00:00.000Z
1893,551000,542500,0,2017-07-26T20:00:00.000Z
1894,550500,542500,0,2017-07-25T20:00:00.000Z
1895,551000,543000,0,2017-07-24T20:00:00.000Z
1896,551500,543000,0,2017-07-21T20:00:00.000Z
1897,548500,540500,0,2017-07-20T20:00:00.000Z
1898,546500,538500,0,2017-07-19T20:00:00.000Z
1899,546000,538000,0,2017-07-18T20:00:00.000Z
1900,543500,535500,0,2017-07-17T20:00:00.000Z
1901,541000,533000,0,2017-07-14T20:00:00.000Z
1902,537000,529000,0,2017-07-13T20:00:00.000Z
1903,539000,531000,0,2017-07-12T20:00:00.000Z
1904,538500,530500,0,2017-07-11T20:00:00.000Z
1905,538000,530000,0,2017-07-10T20:00:00.000Z
1906,537000,529000,0,2017-07-07T20:00:00.000Z
1907,542000,534000,0,2017-07-06T20:00:00.000Z
1908,540000,532000,0,2017-07-05T20:00:00.000Z
1909,512500,504500,0,2017-07-04T20:00:00.000Z
1910,539000,531000,0,2017-07-03T20:00:00.000Z
1911,547000,539000,0,2017-06-30T20:00:00.000Z
1912,548500,540500,0,2017-06-29T20:00:00.000Z
1913,550000,541500,0,2017-06-28T20:00:00.000Z
1914,549000,540500,0,2017-06-27T20:00:00.000Z
1915,548500,540500,0,2017-06-26T20:00:00.000Z
1916,552500,544500,0,2017-06-23T20:00:00.000Z
1917,549500,541500,0,2017-06-22T20:00:00.000Z
1918,548000,539500,0,2017-06-21T20:00:00.000Z
1919,546000,537500,0,2017-06-20T20:00:00.000Z
1920,547500,539000,0,2017-06-19T20:00:00.000Z
1921,551500,543500,0,2017-06-16T20:00:00.000Z
1922,550500,542500,0,2017-06-15T20:00:00.000Z
1923,559500,551000,0,2017-06-14T20:00:00.000Z
1924,557000,548500,0,2017-06-13T20:00:00.000Z
1925,557000,549000,0,2017-06-12T20:00:00.000Z
1926,558000,549500,0,2017-06-09T20:00:00.000Z
1927,561500,553000,0,2017-06-08T20:00:00.000Z
1928,567500,559000,0,2017-06-07T20:00:00.000Z
1929,569000,560500,0,2017-06-06T20:00:00.000Z
1930,562500,554000,0,2017-06-05T20:00:00.000Z
1931,562000,554000,0,2017-06-02T20:00:00.000Z
1932,559000,550500,0,2017-06-01T20:00:00.000Z
1933,561000,552500,0,2017-05-31T20:00:00.000Z
1934,557000,549000,0,2017-05-30T20:00:00.000Z
1935,527000,519000,0,2017-05-29T20:00:00.000Z
1936,558500,550000,0,2017-05-26T20:00:00.000Z
1937,554000,546000,0,2017-05-25T20:00:00.000Z
1938,552500,544500,0,2017-05-24T20:00:00.000Z
1939,553500,545000,0,2017-05-23T20:00:00.000Z
1940,556000,547500,0,2017-05-22T20:00:00.000Z
1941,554000,545500,0,2017-05-19T20:00:00.000Z
1942,554500,546000,0,2017-05-18T20:00:00.000Z
1943,556000,547500,0,2017-05-17T20:00:00.000Z
1944,546000,538000,0,2017-05-16T20:00:00.000Z
1945,543500,535500,0,2017-05-15T20:00:00.000Z
